customer_id,name,gender,dob,phone,email,city,state,kyc_status,created_date
C1070,Customer70,M,1980-01-01,9831100114,user70@mail.com,Delhi,State,Y,2024-03-03
C1071,Customer71,M,1981-01-01,9567188110,user71@mail.com,Pune,State,N,2023-01-31
C1072,Customer72,F,1982-01-01,9864086435,user72@mail.com,Pune,State,N,2020-07-24
C1073,Customer73,M,1983-01-01,9800133575,user73@mail.com,Mumbai,State,Y,2020-02-25
C1074,Customer74,M,1984-01-01,,user74@mail.com,Mumbai,State,N,2022-07-10
C1075,Customer75,F,1985-01-01,9436382766,user75@mail.com,Pune,State,Y,2020-05-11
C1076,Customer76,F,1986-01-01,9745798691,user76@mail.com,Pune,State,Y,2021-05-27
C1077,Customer77,M,1987-01-01,9943032949,user77@mail.com,Pune,State,N,2021-06-14
C1078,Customer78,M,1988-01-01,9681541005,user78@mail.com,Delhi,State,N,2021-02-11
C1079,Customer79,M,1989-01-01,9487044830,user79@mail.com,Hyderabad,State,N,2020-07-02
C1080,Customer80,F,1980-01-01,9197161220,user80@mail.com,Mumbai,State,Y,2022-03-10
C1081,Customer81,F,1981-01-01,9144079525,user81@mail.com,Mumbai,State,Y,2021-10-10
C1082,Customer82,,1982-01-01,9425139044,user82@mail.com,Delhi,State,N,2020-07-25
C1083,Customer83,,1983-01-01,9756476890,user83@mail.com,Hyderabad,State,Y,2021-03-26
C1084,Customer84,M,1984-01-01,9967866178,user84@mail.com,Delhi,State,N,2020-05-28
C1085,Customer85,F,1985-01-01,9691851598,user85@mail.com,Hyderabad,State,Y,2020-02-14
C1086,Customer86,,1986-01-01,9110648257,user86@mail.com,Mumbai,State,N,2022-10-07
C1087,Customer87,F,1987-01-01,9265549087,,Hyderabad,State,N,2020-06-06
C1088,Customer88,,1988-01-01,9814304008,user88@mail.com,Delhi,State,Y,2024-05-08
C1089,Customer89,M,1989-01-01,9251975458,user89@mail.com,Mumbai,State,N,2020-08-06
C1090,Customer90,,1980-01-01,9652287967,user90@mail.com,Mumbai,State,Y,2025-01-04
C1091,Customer91,M,1981-01-01,9252128435,user91@mail.com,Hyderabad,State,N,2024-08-08
C1092,Customer92,,1982-01-01,9963134105,user92@mail.com,Delhi,State,Y,2021-09-04
C1093,Customer93,F,1983-01-01,9677127977,user93@mail.com,Delhi,State,Y,2024-01-03
C1094,Customer94,,1984-01-01,9365533014,user94@mail.com,Mumbai,State,Y,2023-10-28
C1095,Customer95,F,1985-01-01,9967854655,user95@mail.com,Pune,State,N,2023-01-13
C1096,Customer96,F,1986-01-01,9677737426,user96@mail.com,Pune,State,Y,2022-03-21
C1097,Customer97,F,1987-01-01,9284165629,user97@mail.com,Mumbai,State,N,2020-02-19
C1098,Customer98,,1988-01-01,9547410910,user98@mail.com,Hyderabad,State,Y,2023-11-17
C1099,Customer99,F,1989-01-01,9722846032,user99@mail.com,Delhi,State,Y,2020-10-10
C1100,Customer100,F,1980-01-01,9990061514,user100@mail.com,Mumbai,State,N,2023-03-01
C1101,Customer101,F,1981-01-01,9284870662,user101@mail.com,Hyderabad,State,Y,2022-09-22
C1102,Customer102,M,1982-01-01,9290673047,user102@mail.com,Mumbai,State,N,2025-03-19
C1103,Customer103,,1983-01-01,9786240044,user103@mail.com,Delhi,State,Y,2021-10-02
C1104,Customer104,F,1984-01-01,9837606260,user104@mail.com,Pune,State,Y,2023-12-30
C1105,Customer105,F,1985-01-01,9461798912,user105@mail.com,Mumbai,State,Y,2020-04-08
C1106,Customer106,M,1986-01-01,9919473645,user106@mail.com,Mumbai,State,Y,2022-11-13
C1107,Customer107,M,1987-01-01,9434794881,user107@mail.com,Mumbai,State,N,2024-10-04
C1108,Customer108,,1988-01-01,9499017855,user108@mail.com,Delhi,State,N,2023-05-02
C1109,Customer109,M,1989-01-01,9232332126,user109@mail.com,Pune,State,Y,2020-11-15
C1110,Customer110,F,1980-01-01,9558222419,user110@mail.com,Delhi,State,Y,2022-10-10
C1111,Customer111,,1981-01-01,,user111@mail.com,Pune,State,N,2022-02-25
C1112,Customer112,,1982-01-01,9276950670,user112@mail.com,Hyderabad,State,Y,2024-07-12
C1113,Customer113,F,1983-01-01,9774791441,user113@mail.com,Hyderabad,State,N,2024-02-18
C1114,Customer114,M,1984-01-01,9249385574,user114@mail.com,Hyderabad,State,N,2024-10-08
C1115,Customer115,M,1985-01-01,9510548739,user115@mail.com,Pune,State,N,2020-12-03
C1116,Customer116,F,1986-01-01,9570437381,,Delhi,State,N,2025-05-18
C1117,Customer117,M,1987-01-01,9227975781,user117@mail.com,Pune,State,N,2025-02-05
C1118,Customer118,M,1988-01-01,9809216897,user118@mail.com,Mumbai,State,N,2021-05-23
C1119,Customer119,F,1989-01-01,9904851971,user119@mail.com,Hyderabad,State,Y,2022-12-18
C1120,Customer120,F,1980-01-01,9721785238,user120@mail.com,Hyderabad,State,Y,2023-07-09
C1121,Customer121,,1981-01-01,9360102348,user121@mail.com,Mumbai,State,Y,2020-12-20
C1122,Customer122,F,1982-01-01,9259354502,user122@mail.com,Delhi,State,N,2021-09-29
C1123,Customer123,,1983-01-01,9913273174,user123@mail.com,Mumbai,State,N,2024-06-08
C1124,Customer124,M,1984-01-01,9685594101,user124@mail.com,Mumbai,State,N,2022-05-10
C1125,Customer125,M,1985-01-01,9925779816,user125@mail.com,Delhi,State,N,2021-02-23
C1126,Customer126,F,1986-01-01,9970333908,user126@mail.com,Hyderabad,State,Y,2020-08-29
C1127,Customer127,,1987-01-01,9902369937,user127@mail.com,Hyderabad,State,N,2025-05-30
C1128,Customer128,,1988-01-01,9917188030,user128@mail.com,Delhi,State,Y,2022-10-21
C1129,Customer129,F,1989-01-01,9714801253,user129@mail.com,Mumbai,State,N,2022-10-27
C1130,Customer130,,1980-01-01,9483131226,user130@mail.com,Mumbai,State,Y,2020-09-10
C1131,Customer131,F,1981-01-01,9870911894,user131@mail.com,Pune,State,N,2021-09-16
C1132,Customer132,,1982-01-01,9528855438,user132@mail.com,Mumbai,State,N,2020-08-19
C1133,Customer133,,1983-01-01,9505400045,user133@mail.com,Pune,State,Y,2023-02-14
C1134,Customer134,M,1984-01-01,9398093546,user134@mail.com,Delhi,State,N,2023-05-15
C1135,Customer135,,1985-01-01,9539123186,user135@mail.com,Mumbai,State,Y,2022-07-09
C1136,Customer136,,1986-01-01,9818161933,user136@mail.com,Delhi,State,N,2022-12-13
C1137,Customer137,M,1987-01-01,9828585557,user137@mail.com,Pune,State,N,2025-06-10
C1138,Customer138,F,1988-01-01,9460788205,user138@mail.com,Hyderabad,State,N,2024-03-07
C1139,Customer139,M,1989-01-01,9787576373,user139@mail.com,Mumbai,State,Y,2022-04-13
C1140,Customer140,,1980-01-01,9775664967,user140@mail.com,Delhi,State,N,2024-05-21
C1141,Customer141,F,1981-01-01,9291288264,user141@mail.com,Hyderabad,State,Y,2021-12-16
C1142,Customer142,F,1982-01-01,9957165270,user142@mail.com,Pune,State,N,2020-11-07
C1143,Customer143,F,1983-01-01,9994400407,user143@mail.com,Mumbai,State,N,2020-12-13
C1144,Customer144,F,1984-01-01,9647958859,user144@mail.com,Hyderabad,State,N,2022-11-11
C1145,Customer145,M,1985-01-01,9899666718,,Pune,State,Y,2021-12-28
C1146,Customer146,M,1986-01-01,9805280380,user146@mail.com,Pune,State,Y,2020-12-02
C1147,Customer147,,1987-01-01,9862618747,user147@mail.com,Delhi,State,Y,2022-04-03
C1148,Customer148,,1988-01-01,,user148@mail.com,Mumbai,State,N,2021-03-03
C1149,Customer149,,1989-01-01,9323025120,user149@mail.com,Delhi,State,N,2021-07-05
C1150,Customer150,M,1980-01-01,9180406912,user150@mail.com,Mumbai,State,N,2022-11-13
C1151,Customer151,,1981-01-01,9891053187,user151@mail.com,Hyderabad,State,Y,2021-08-31
C1152,Customer152,,1982-01-01,9889293053,user152@mail.com,Mumbai,State,N,2023-06-02
C1153,Customer153,,1983-01-01,9349230377,user153@mail.com,Pune,State,N,2020-12-18
C1154,Customer154,F,1984-01-01,9948006532,user154@mail.com,Mumbai,State,N,2024-01-06
C1155,Customer155,M,1985-01-01,9377849524,user155@mail.com,Delhi,State,Y,2024-10-10
C1156,Customer156,,1986-01-01,9532286777,user156@mail.com,Mumbai,State,N,2025-03-26
C1157,Customer157,M,1987-01-01,9943329664,user157@mail.com,Mumbai,State,Y,2020-05-28
C1158,Customer158,,1988-01-01,9886326438,user158@mail.com,Delhi,State,N,2023-04-05
C1159,Customer159,,1989-01-01,9259107141,user159@mail.com,Mumbai,State,N,2022-12-14
C1160,Customer160,M,1980-01-01,9248841808,user160@mail.com,Delhi,State,N,2022-01-09
C1161,Customer161,F,1981-01-01,9906784168,user161@mail.com,Pune,State,Y,2020-08-25
C1162,Customer162,,1982-01-01,9321393934,user162@mail.com,Mumbai,State,Y,2020-08-05
C1163,Customer163,M,1983-01-01,9526283938,user163@mail.com,Mumbai,State,N,2025-03-16
C1164,Customer164,M,1984-01-01,9300533381,user164@mail.com,Hyderabad,State,Y,2024-07-15
C1165,Customer165,,1985-01-01,9125000390,user165@mail.com,Delhi,State,Y,2022-10-09
C1166,Customer166,,1986-01-01,9667511439,user166@mail.com,Pune,State,N,2023-09-19
C1167,Customer167,F,1987-01-01,9226773587,user167@mail.com,Delhi,State,Y,2021-03-30
C1168,Customer168,F,1988-01-01,9350415975,user168@mail.com,Pune,State,N,2022-02-12
C1169,Customer169,M,1989-01-01,9348804573,user169@mail.com,Delhi,State,N,2022-08-05
C1170,Customer170,,1980-01-01,9722698045,user170@mail.com,Pune,State,Y,2022-07-14
C1171,Customer171,,1981-01-01,9376891098,user171@mail.com,Mumbai,State,N,2023-04-30
C1172,Customer172,M,1982-01-01,9329617216,user172@mail.com,Hyderabad,State,Y,2020-02-01
C1173,Customer173,M,1983-01-01,9615823896,user173@mail.com,Mumbai,State,N,2024-10-02
C1174,Customer174,,1984-01-01,9408395241,,Delhi,State,N,2020-11-23
C1175,Customer175,,1985-01-01,9263501973,user175@mail.com,Hyderabad,State,Y,2022-03-04
C1176,Customer176,M,1986-01-01,9813835605,user176@mail.com,Hyderabad,State,N,2021-06-04
C1177,Customer177,M,1987-01-01,9185382286,user177@mail.com,Pune,State,N,2025-01-29
C1178,Customer178,M,1988-01-01,9138085235,user178@mail.com,Hyderabad,State,Y,2020-03-28
C1179,Customer179,F,1989-01-01,9938370833,user179@mail.com,Hyderabad,State,N,2020-07-05
C1180,Customer180,M,1980-01-01,9129659851,user180@mail.com,Pune,State,Y,2024-03-04
C1181,Customer181,F,1981-01-01,9837415150,user181@mail.com,Delhi,State,N,2022-03-09
C1182,Customer182,F,1982-01-01,9777598766,user182@mail.com,Mumbai,State,N,2023-08-07
C1183,Customer183,,1983-01-01,9361017764,user183@mail.com,Delhi,State,Y,2023-04-19
C1184,Customer184,,1984-01-01,9288201748,user184@mail.com,Mumbai,State,N,2023-05-24
C1185,Customer185,,1985-01-01,,user185@mail.com,Hyderabad,State,N,2023-01-25
C1186,Customer186,F,1986-01-01,9677774471,user186@mail.com,Delhi,State,N,2025-02-26
C1187,Customer187,,1987-01-01,9175252504,user187@mail.com,Mumbai,State,Y,2021-05-30
C1188,Customer188,M,1988-01-01,9203688194,user188@mail.com,Delhi,State,Y,2025-02-24
C1189,Customer189,M,1989-01-01,9559670837,user189@mail.com,Hyderabad,State,Y,2023-07-28
C1190,Customer190,M,1980-01-01,9973012018,user190@mail.com,Pune,State,N,2020-07-22
C1191,Customer191,F,1981-01-01,9143076308,user191@mail.com,Delhi,State,Y,2022-06-26
C1192,Customer192,,1982-01-01,9237657055,user192@mail.com,Pune,State,N,2020-02-20
C1193,Customer193,,1983-01-01,9663187851,user193@mail.com,Mumbai,State,Y,2021-05-27
C1194,Customer194,F,1984-01-01,9192111247,user194@mail.com,Mumbai,State,Y,2024-10-26
C1195,Customer195,F,1985-01-01,9162451570,user195@mail.com,Mumbai,State,N,2024-02-14
C1196,Customer196,M,1986-01-01,9379495029,user196@mail.com,Pune,State,Y,2024-10-18
C1197,Customer197,,1987-01-01,9426143145,user197@mail.com,Hyderabad,State,N,2024-09-19
C1198,Customer198,M,1988-01-01,9639811844,user198@mail.com,Delhi,State,N,2025-03-05
C1199,Customer199,F,1989-01-01,9646878321,user199@mail.com,Pune,State,N,2020-08-02
C1200,Customer200,M,1980-01-01,9800696995,user200@mail.com,Pune,State,Y,2025-01-10
C1201,Customer201,F,1981-01-01,9897981923,user201@mail.com,Delhi,State,Y,2022-01-28
C1202,Customer202,F,1982-01-01,9659502892,user202@mail.com,Mumbai,State,Y,2022-04-18
C1203,Customer203,F,1983-01-01,9235685266,,Hyderabad,State,Y,2021-09-07
C1204,Customer204,,1984-01-01,9673036454,user204@mail.com,Mumbai,State,N,2021-09-02
C1205,Customer205,F,1985-01-01,9478618696,user205@mail.com,Mumbai,State,N,2024-03-13
C1206,Customer206,,1986-01-01,9658455925,user206@mail.com,Hyderabad,State,Y,2020-10-31
C1207,Customer207,F,1987-01-01,9880401709,user207@mail.com,Mumbai,State,N,2023-03-19
C1208,Customer208,M,1988-01-01,9585131329,user208@mail.com,Mumbai,State,N,2022-07-19
C1209,Customer209,F,1989-01-01,9896326962,user209@mail.com,Pune,State,Y,2025-03-03
C1210,Customer210,,1980-01-01,9960461994,user210@mail.com,Hyderabad,State,Y,2020-04-09
C1211,Customer211,,1981-01-01,9628466219,user211@mail.com,Mumbai,State,Y,2023-12-10
C1212,Customer212,,1982-01-01,9901708297,user212@mail.com,Mumbai,State,N,2025-04-13
C1213,Customer213,,1983-01-01,9497429228,user213@mail.com,Pune,State,N,2022-08-09
C1214,Customer214,,1984-01-01,9465557200,user214@mail.com,Delhi,State,Y,2020-10-30
C1215,Customer215,F,1985-01-01,9837920688,user215@mail.com,Delhi,State,Y,2025-01-31
C1216,Customer216,M,1986-01-01,9298213107,user216@mail.com,Pune,State,Y,2024-07-20
C1217,Customer217,M,1987-01-01,9685949398,user217@mail.com,Mumbai,State,Y,2021-02-22
C1218,Customer218,F,1988-01-01,9171697206,user218@mail.com,Hyderabad,State,Y,2024-06-14
C1219,Customer219,M,1989-01-01,9790672571,user219@mail.com,Delhi,State,N,2020-02-14
C1220,Customer220,,1980-01-01,9495249509,user220@mail.com,Pune,State,N,2021-03-26
C1221,Customer221,M,1981-01-01,9742181363,user221@mail.com,Pune,State,Y,2022-05-21
C1222,Customer222,F,1982-01-01,,user222@mail.com,Mumbai,State,Y,2024-06-22
C1223,Customer223,F,1983-01-01,9879341687,user223@mail.com,Hyderabad,State,N,2022-04-14
C1224,Customer224,M,1984-01-01,9108890424,user224@mail.com,Pune,State,N,2020-06-05
C1225,Customer225,F,1985-01-01,9761258108,user225@mail.com,Pune,State,Y,2021-12-21
C1226,Customer226,F,1986-01-01,9106873284,user226@mail.com,Delhi,State,N,2023-11-26
C1227,Customer227,,1987-01-01,9789426535,user227@mail.com,Hyderabad,State,Y,2024-08-10
C1228,Customer228,F,1988-01-01,9650284044,user228@mail.com,Mumbai,State,N,2022-12-12
C1229,Customer229,F,1989-01-01,9682011631,user229@mail.com,Pune,State,N,2022-07-15
C1230,Customer230,F,1980-01-01,9240599705,user230@mail.com,Pune,State,Y,2023-01-31
C1231,Customer231,M,1981-01-01,9371381553,user231@mail.com,Hyderabad,State,N,2024-02-16
C1232,Customer232,,1982-01-01,9707639646,,Hyderabad,State,N,2022-05-11
C1233,Customer233,F,1983-01-01,9402317354,user233@mail.com,Hyderabad,State,Y,2025-03-09
C1234,Customer234,M,1984-01-01,9105173678,user234@mail.com,Pune,State,N,2022-08-09
C1235,Customer235,F,1985-01-01,9954599175,user235@mail.com,Mumbai,State,N,2024-04-23
C1236,Customer236,F,1986-01-01,9517104486,user236@mail.com,Pune,State,Y,2022-09-17
C1237,Customer237,F,1987-01-01,9255365339,user237@mail.com,Pune,State,Y,2020-02-07
C1238,Customer238,M,1988-01-01,9974082361,user238@mail.com,Mumbai,State,N,2024-10-22
C1239,Customer239,M,1989-01-01,9733053627,user239@mail.com,Mumbai,State,N,2021-06-12
C1240,Customer240,,1980-01-01,9408461252,user240@mail.com,Pune,State,N,2022-06-06
C1241,Customer241,F,1981-01-01,9934294918,user241@mail.com,Pune,State,Y,2024-01-05
C1242,Customer242,F,1982-01-01,9531541764,user242@mail.com,Pune,State,Y,2020-05-11
C1243,Customer243,M,1983-01-01,9321340729,user243@mail.com,Delhi,State,Y,2024-02-04
C1244,Customer244,M,1984-01-01,9210879961,user244@mail.com,Mumbai,State,Y,2022-09-09
C1245,Customer245,M,1985-01-01,9528562466,user245@mail.com,Delhi,State,Y,2020-07-01
C1246,Customer246,F,1986-01-01,9757013979,user246@mail.com,Hyderabad,State,Y,2022-12-30
C1247,Customer247,F,1987-01-01,9472269018,user247@mail.com,Hyderabad,State,Y,2024-02-13
C1248,Customer248,,1988-01-01,9829143550,user248@mail.com,Pune,State,Y,2021-06-27
C1249,Customer249,,1989-01-01,9399309164,user249@mail.com,Delhi,State,N,2024-07-06
C1250,Customer250,,1980-01-01,9151190775,user250@mail.com,Delhi,State,Y,2024-11-09
C1251,Customer251,F,1981-01-01,9232916695,user251@mail.com,Pune,State,N,2023-10-28
C1252,Customer252,,1982-01-01,9634681952,user252@mail.com,Pune,State,Y,2023-05-26
C1253,Customer253,F,1983-01-01,9213633749,user253@mail.com,Delhi,State,N,2023-06-10
C1254,Customer254,,1984-01-01,9316036923,user254@mail.com,Delhi,State,N,2022-05-03
C1255,Customer255,,1985-01-01,9676294004,user255@mail.com,Mumbai,State,N,2023-07-21
C1256,Customer256,,1986-01-01,9330451771,user256@mail.com,Mumbai,State,N,2020-07-29
C1257,Customer257,M,1987-01-01,9913655936,user257@mail.com,Mumbai,State,N,2020-04-25
C1258,Customer258,,1988-01-01,9771573836,user258@mail.com,Pune,State,N,2024-04-05
C1259,Customer259,M,1989-01-01,,user259@mail.com,Delhi,State,N,2021-07-07
C1260,Customer260,,1980-01-01,9364515592,user260@mail.com,Pune,State,Y,2020-09-23
C1261,Customer261,F,1981-01-01,9309713151,,Pune,State,Y,2022-12-27
C1262,Customer262,,1982-01-01,9646927198,user262@mail.com,Delhi,State,N,2021-07-07
C1263,Customer263,F,1983-01-01,9615553867,user263@mail.com,Mumbai,State,N,2022-10-03
C1264,Customer264,M,1984-01-01,9635537488,user264@mail.com,Mumbai,State,N,2021-05-09
C1265,Customer265,F,1985-01-01,9289149067,user265@mail.com,Delhi,State,N,2022-12-31
C1266,Customer266,M,1986-01-01,9162451268,user266@mail.com,Mumbai,State,Y,2023-08-14
C1267,Customer267,M,1987-01-01,9438622060,user267@mail.com,Pune,State,N,2021-11-06
C1268,Customer268,M,1988-01-01,9237355480,user268@mail.com,Delhi,State,N,2021-04-05
C1269,Customer269,M,1989-01-01,9782108070,user269@mail.com,Hyderabad,State,Y,2023-11-03
C1270,Customer270,M,1980-01-01,9342931948,user270@mail.com,Delhi,State,N,2022-05-14
C1271,Customer271,F,1981-01-01,9104549063,user271@mail.com,Hyderabad,State,N,2024-08-10
C1272,Customer272,,1982-01-01,9336509324,user272@mail.com,Hyderabad,State,Y,2021-07-27
C1273,Customer273,,1983-01-01,9771789200,user273@mail.com,Mumbai,State,N,2023-05-16
C1274,Customer274,,1984-01-01,9656659798,user274@mail.com,Pune,State,Y,2020-09-06
C1275,Customer275,F,1985-01-01,9472613360,user275@mail.com,Delhi,State,Y,2021-05-28
C1276,Customer276,M,1986-01-01,9831435699,user276@mail.com,Hyderabad,State,N,2020-06-07
C1277,Customer277,M,1987-01-01,9878386821,user277@mail.com,Hyderabad,State,N,2021-10-11
C1278,Customer278,M,1988-01-01,9389199073,user278@mail.com,Hyderabad,State,N,2020-03-04
C1279,Customer279,M,1989-01-01,9249287457,user279@mail.com,Pune,State,N,2025-03-27
C1280,Customer280,,1980-01-01,9785453289,user280@mail.com,Delhi,State,Y,2023-10-23
C1281,Customer281,F,1981-01-01,9393811406,user281@mail.com,Hyderabad,State,N,2025-05-17
C1282,Customer282,M,1982-01-01,9478346369,user282@mail.com,Delhi,State,N,2022-04-09
C1283,Customer283,M,1983-01-01,9829073587,user283@mail.com,Pune,State,N,2023-01-02
C1284,Customer284,F,1984-01-01,9423298517,user284@mail.com,Delhi,State,N,2023-01-29
C1285,Customer285,M,1985-01-01,9157916618,user285@mail.com,Hyderabad,State,Y,2021-05-07
C1286,Customer286,M,1986-01-01,9566661373,user286@mail.com,Mumbai,State,Y,2021-05-27
C1287,Customer287,,1987-01-01,9390913573,user287@mail.com,Mumbai,State,N,2020-09-15
C1288,Customer288,F,1988-01-01,9861146344,user288@mail.com,Hyderabad,State,N,2020-05-21
C1289,Customer289,,1989-01-01,9684329160,user289@mail.com,Mumbai,State,Y,2023-06-21
C1290,Customer290,F,1980-01-01,9578338002,,Delhi,State,Y,2020-06-01
C1291,Customer291,,1981-01-01,9252392457,user291@mail.com,Delhi,State,N,2024-09-19
C1292,Customer292,F,1982-01-01,9492013626,user292@mail.com,Mumbai,State,Y,2020-11-14
C1293,Customer293,F,1983-01-01,9994566730,user293@mail.com,Pune,State,N,2020-08-29
C1294,Customer294,,1984-01-01,9255846709,user294@mail.com,Mumbai,State,N,2023-09-27
